<181>,2024-03-12 02:53:52,192.168.0.201,'Base,NOT SYS ttyS0 root 'sh interface status '
<181>,2024-03-12 02:54:25,192.168.0.201,'Base,NOT SYS ttyS0 root 'conf terminal '
<181>,2024-03-12 02:54:27,192.168.0.201,'Base,NOT SYS ttyS0 root 'interface 1/1'
<181>,2024-03-12 02:54:32,192.168.0.201,'Base,NOT SYS ttyS0 root 'no shutdown '
<181>,2024-03-12 02:54:33,192.168.0.201,'1/1,NOT INF interface is up with 10000 Mbps
<181>,2024-03-12 02:54:35,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'show interface status 1/1'
<181>,2024-03-12 02:54:36,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'show interface 1/1'
<181>,2024-03-12 02:54:36,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 2573'
<181>,2024-03-12 02:54:36,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-03-12 02:54:38,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'enable'
<181>,2024-03-12 02:54:38,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'configure terminal'
<181>,2024-03-12 02:54:38,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'interface 1/1'
<181>,2024-03-12 02:54:38,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'shutdown'
<181>,2024-03-12 02:54:39,192.168.0.201,'1/1,NOT INF interface is down.
<181>,2024-03-12 02:54:39,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-03-12 02:54:39,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 2582'
<181>,2024-03-12 02:54:39,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-03-12 02:54:41,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'show interface status 1/1'
<181>,2024-03-12 02:54:41,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 2587'
<181>,2024-03-12 02:54:41,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-03-12 03:04:32,192.168.0.201,'Base,NOT SYS ttyS0 root 'no logging monitorinternal2 2428'
<181>,2024-03-12 03:04:32,192.168.0.201,'Base,NOT SYS ttyS0 root 'end'
<181>,2024-03-12 03:04:41,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 2595'
<181>,2024-03-12 03:04:41,192.168.0.201,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
